#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:79598	ENSG00000182504.11	HGNC:26244	CEP97	centrosomal protein 97	NM_024548.4	NP_078824.2	ENST00000341893.8	ENSP00000342510.3	MANE Select	3	101724614	101770562	+
GeneID:79600	ENSG00000204852.17	HGNC:26113	TCTN1	tectonic family member 1	NM_001082538.3	NP_001076007.1	ENST00000397659.9	ENSP00000380779.4	MANE Select	12	110614129	110649430	+
GeneID:79602	ENSG00000006831.10	HGNC:24041	ADIPOR2	adiponectin receptor 2	NM_024551.3	NP_078827.2	ENST00000357103.5	ENSP00000349616.4	MANE Select	12	1691070	1788674	+
GeneID:79603	ENSG00000090661.12	HGNC:23747	CERS4	ceramide synthase 4	NM_024552.3	NP_078828.2	ENST00000251363.10	ENSP00000251363.5	MANE Select	19	8209370	8262421	+
GeneID:79605	ENSG00000177614.11	HGNC:19405	PGBD5	piggyBac transposable element derived 5	NM_001258311.2	NP_001245240.1	ENST00000391860.7	ENSP00000375733.2	MANE Select	1	230314490	230426332	-
GeneID:79607	ENSG00000197798.9	HGNC:26110	FAM118B	family with sequence similarity 118 member B	NM_024556.4	NP_078832.1	ENST00000533050.6	ENSP00000433343.1	MANE Select	11	126211782	126262968	+
GeneID:79608	ENSG00000166405.15	HGNC:30338	RIC3	RIC3 acetylcholine receptor chaperone	NM_001206671.4	NP_001193600.1	ENST00000309737.11	ENSP00000308820.6	MANE Select	11	8106056	8169025	-
GeneID:79609	ENSG00000100483.14	HGNC:20352	VCPKMT	valosin containing protein lysine methyltransferase	NM_024558.3	NP_078834.2	ENST00000395860.7	ENSP00000379201.2	MANE Select	14	50108637	50116572	-
GeneID:79611	ENSG00000111058.8	HGNC:24723	ACSS3	acyl-CoA synthetase short chain family member 3	NM_024560.4	NP_078836.1	ENST00000548058.6	ENSP00000449535.1	MANE Select	12	81078079	81261210	+
GeneID:79612	ENSG00000172766.19	HGNC:26164	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit	NM_024561.5	NP_078837.3	ENST00000379406.8	ENSP00000368716.3	MANE Select	13	41311267	41377030	+
GeneID:79613	ENSG00000103047.8	HGNC:25749	TANGO6	transport and golgi organization 6 homolog	NM_024562.2	NP_078838.1	ENST00000261778.2	ENSP00000261778.1	MANE Select	16	68843531	69085182	+
GeneID:79616	ENSG00000135083.17	HGNC:25876	CCNJL	cyclin J like	NM_001308173.3	NP_001295102.1	ENST00000257536.13	ENSP00000257536.7	MANE Select	5	160249083	160312564	-
GeneID:79618	ENSG00000147421.18	HGNC:26137	HMBOX1	homeobox containing 1	NM_001135726.3	NP_001129198.1	ENST00000287701.15	ENSP00000287701.10	MANE Select	8	28890395	29053262	+
GeneID:79621	ENSG00000136104.21	HGNC:25671	RNASEH2B	ribonuclease H2 subunit B	NM_024570.4	NP_078846.2	ENST00000336617.8	ENSP00000337623.2	MANE Select	13	50909791	50956762	+
GeneID:79622	ENSG00000161981.11	HGNC:14161	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25	NM_024571.4	NP_078847.2	ENST00000293861.8	ENSP00000293861.3	MANE Select	16	53828	57669	+
GeneID:79623	ENSG00000158089.15	HGNC:22946	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14	NM_024572.4	NP_078848.2	ENST00000349752.10	ENSP00000288988.6	MANE Select	2	30910467	31138440	-
GeneID:79624	ENSG00000146476.11	HGNC:17872	ARMT1	acidic residue methyltransferase 1	NM_024573.3	NP_078849.1	ENST00000367294.4	ENSP00000356263.3	MANE Select	6	151452466	151470101	+
GeneID:79625	ENSG00000173376.14	HGNC:26256	NDNF	neuron derived neurotrophic factor	NM_024574.4	NP_078850.3	ENST00000379692.9	ENSP00000369014.4	MANE Select	4	121035613	121072535	-
GeneID:79626	ENSG00000163154.6	HGNC:26277	TNFAIP8L2	TNF alpha induced protein 8 like 2	NM_024575.5	NP_078851.2	ENST00000368910.4	ENSP00000357906.3	MANE Select	1	151156649	151159749	+
GeneID:79627	ENSG00000119900.9	HGNC:21378	OGFRL1	opioid growth factor receptor like 1	NM_024576.5	NP_078852.3	ENST00000370435.5	ENSP00000359464.3	MANE Select	6	71288811	71309059	+
GeneID:79628	ENSG00000169247.14	HGNC:29427	SH3TC2	SH3 domain and tetratricopeptide repeats 2	NM_024577.4	NP_078853.2	ENST00000515425.6	ENSP00000423660.1	MANE Select	5	148982150	149063062	-
GeneID:79629	ENSG00000099330.9	HGNC:26221	OCEL1	occludin/ELL domain containing 1	NM_024578.3	NP_078854.1	ENST00000215061.9	ENSP00000215061.3	MANE Select	19	17226226	17229219	+
GeneID:79630	ENSG00000118292.9	HGNC:26258	C1orf54	chromosome 1 open reading frame 54	NM_024579.4	NP_078855.2	ENST00000369099.8	ENSP00000358095.3	MANE Select	1	150272790	150280916	+
GeneID:79631	ENSG00000140598.15	HGNC:25789	EFL1	elongation factor like GTPase 1	NM_024580.6	NP_078856.4	ENST00000268206.12	ENSP00000268206.7	MANE Select	15	82130233	82262734	-
GeneID:79632	ENSG00000111879.20	HGNC:20991	FAM184A	family with sequence similarity 184 member A	NM_024581.6	NP_078857.5	ENST00000338891.12	ENSP00000342604.7	MANE Select	6	118959763	119078664	-
GeneID:79633	ENSG00000196159.14	HGNC:23109	FAT4	FAT atypical cadherin 4	NM_001291303.3	NP_001278232.1	ENST00000394329.9	ENSP00000377862.4	MANE Select	4	125314955	125492932	+
GeneID:79634	ENSG00000144306.15	HGNC:30382	SCRN3	secernin 3	NM_024583.5	NP_078859.2	ENST00000272732.11	ENSP00000272732.6	MANE Select	2	174395730	174429575	+
GeneID:79635	ENSG00000176714.10	HGNC:25833	CCDC121	coiled-coil domain containing 121	NM_024584.5	NP_078860.2	ENST00000324364.4	ENSP00000339087.2	MANE Select	2	27625638	27629012	-
GeneID:79637	ENSG00000125449.7	HGNC:26168	ARMC7	armadillo repeat containing 7	NM_024585.4	NP_078861.1	ENST00000245543.6	ENSP00000245543.1	MANE Select	17	75109969	75130272	+
GeneID:79639	ENSG00000126106.14	HGNC:26186	TMEM53	transmembrane protein 53	NM_024587.4	NP_078863.2	ENST00000372237.8	ENSP00000361311.3	MANE Select	1	44653247	44674481	-
GeneID:79641	ENSG00000067836.13	HGNC:29478	ROGDI	rogdi atypical leucine zipper	NM_024589.3	NP_078865.1	ENST00000322048.12	ENSP00000322832.6	MANE Select	16	4796968	4802633	-
GeneID:79642	ENSG00000180801.14	HGNC:26286	ARSJ	arylsulfatase family member J	NM_024590.4	NP_078866.3	ENST00000315366.8	ENSP00000320219.7	MANE Select	4	113900284	113979647	-
GeneID:79643	ENSG00000176108.9	HGNC:25675	CHMP6	charged multivesicular body protein 6	NM_024591.5	NP_078867.2	ENST00000325167.9	ENSP00000317468.5	MANE Select	17	80991841	81000133	+
GeneID:79644	ENSG00000128039.13	HGNC:25812	SRD5A3	steroid 5 alpha-reductase 3	NM_024592.5	NP_078868.1	ENST00000264228.9	ENSP00000264228.4	MANE Select	4	55346242	55373100	+
GeneID:79645	ENSG00000034239.11	HGNC:25678	EFCAB1	EF-hand calcium binding domain 1	NM_024593.4	NP_078869.1	ENST00000262103.8	ENSP00000262103.3	MANE Select	8	48723391	48735268	-
GeneID:79646	ENSG00000120137.7	HGNC:19365	PANK3	pantothenate kinase 3	NM_024594.4	NP_078870.1	ENST00000239231.7	ENSP00000239231.6	MANE Select	5	168548495	168579368	-
GeneID:79647	ENSG00000174574.16	HGNC:25744	AKIRIN1	akirin 1	NM_024595.3	NP_078871.1	ENST00000432648.8	ENSP00000392678.3	MANE Select	1	38991276	39006059	+
GeneID:79648	ENSG00000147316.15	HGNC:6954	MCPH1	microcephalin 1	NM_024596.5	NP_078872.3	ENST00000344683.10	ENSP00000342924.5	MANE Select	8	6406627	6648508	+
GeneID:79649	ENSG00000129680.16	HGNC:25742	MAP7D3	MAP7 domain containing 3	NM_024597.4	NP_078873.2	ENST00000316077.14	ENSP00000318086.9	MANE Select	X	136216814	136251400	-
GeneID:79650	ENSG00000103005.12	HGNC:25792	USB1	U6 snRNA biogenesis phosphodiesterase 1	NM_024598.4	NP_078874.2	ENST00000219281.8	ENSP00000219281.3	MANE Select	16	58001407	58021618	+
GeneID:79651	ENSG00000129667.13	HGNC:20788	RHBDF2	rhomboid 5 homolog 2	NM_001005498.4	NP_001005498.2	ENST00000675367.1	ENSP00000501790.1	MANE Select	17	76470896	76501423	-
GeneID:79652	ENSG00000131634.14	HGNC:14158	TMEM204	transmembrane protein 204	NM_024600.6	NP_078876.2	ENST00000566264.2	ENSP00000454945.1	MANE Select	16	1533666	1555568	+
GeneID:79654	ENSG00000126107.15	HGNC:26117	HECTD3	HECT domain E3 ubiquitin protein ligase 3	NM_024602.6	NP_078878.3	ENST00000372172.5	ENSP00000361245.4	MANE Select	1	45002548	45011324	-
GeneID:79656	ENSG00000162373.13	HGNC:25668	BEND5	BEN domain containing 5	NM_024603.4	NP_078879.2	ENST00000371833.4	ENSP00000360899.3	MANE Select	1	48727519	48776891	-
GeneID:79657	ENSG00000005175.10	HGNC:26151	RPAP3	RNA polymerase II associated protein 3	NM_024604.3	NP_078880.2	ENST00000005386.8	ENSP00000005386.3	MANE Select	12	47661249	47706030	-
GeneID:79658	ENSG00000071205.12	HGNC:26099	ARHGAP10	Rho GTPase activating protein 10	NM_024605.4	NP_078881.3	ENST00000336498.8	ENSP00000336923.3	MANE Select	4	147732088	148072776	+
GeneID:79659	ENSG00000187240.17	HGNC:2962	DYNC2H1	dynein cytoplasmic 2 heavy chain 1	NM_001377.3	NP_001368.2	ENST00000375735.7	ENSP00000364887.2	MANE Select	11	103109426	103479863	+
GeneID:79659	ENSG00000187240.17	HGNC:2962	DYNC2H1	dynein cytoplasmic 2 heavy chain 1	NM_001080463.2	NP_001073932.1	ENST00000650373.2	ENSP00000497174.1	MANE Plus Clinical	11	103109426	103479863	+
GeneID:79660	ENSG00000173281.5	HGNC:14942	PPP1R3B	protein phosphatase 1 regulatory subunit 3B	NM_024607.4	NP_078883.2	ENST00000310455.4	ENSP00000308318.3	MANE Select	8	9136255	9150658	-
GeneID:79661	ENSG00000140398.14	HGNC:18448	NEIL1	nei like DNA glycosylase 1	NM_024608.4	NP_078884.2	ENST00000355059.9	ENSP00000347170.4	MANE Select	15	75347039	75357115	+
GeneID:79663	ENSG00000169087.11	HGNC:16389	HSPBAP1	HSPB1 associated protein 1	NM_024610.6	NP_078886.2	ENST00000306103.3	ENSP00000302562.2	MANE Select	3	122739999	122793831	-
GeneID:79664	ENSG00000128915.12	HGNC:29885	ICE2	interactor of little elongation complex ELL subunit 2	NM_024611.6	NP_078887.2	ENST00000261520.9	ENSP00000261520.4	MANE Select	15	60419609	60479142	-
GeneID:79665	ENSG00000108406.10	HGNC:18018	DHX40	DEAH-box helicase 40	NM_024612.5	NP_078888.4	ENST00000251241.9	ENSP00000251241.4	MANE Select	17	59565610	59608345	+
GeneID:79666	ENSG00000175895.4	HGNC:20757	PLEKHF2	pleckstrin homology and FYVE domain containing 2	NM_024613.4	NP_078889.1	ENST00000315367.4	ENSP00000322373.3	MANE Select	8	95133785	95156685	+
GeneID:79668	ENSG00000151883.19	HGNC:26124	PARP8	poly(ADP-ribose) polymerase family member 8	NM_024615.4	NP_078891.2	ENST00000281631.10	ENSP00000281631.4	MANE Select	5	50666637	50846519	+
GeneID:79669	ENSG00000114529.13	HGNC:26255	C3orf52	chromosome 3 open reading frame 52	NM_024616.3	NP_078892.3	ENST00000264848.10	ENSP00000264848.5	MANE Select	3	112086389	112118210	+
GeneID:79670	ENSG00000083223.18	HGNC:25817	TUT7	terminal uridylyl transferase 7	NM_024617.4	NP_078893.2	ENST00000375963.8	ENSP00000365130.3	MANE Select	9	86287733	86354410	-
GeneID:79671	ENSG00000160703.16	HGNC:29890	NLRX1	NLR family member X1	NM_001282144.2	NP_001269073.1	ENST00000409109.6	ENSP00000387334.1	MANE Select	11	119168725	119184016	+
GeneID:79672	ENSG00000141560.15	HGNC:25700	FN3KRP	fructosamine 3 kinase related protein	NM_024619.4	NP_078895.2	ENST00000269373.11	ENSP00000269373.6	MANE Select	17	82716706	82728013	+
GeneID:79673	ENSG00000181894.15	HGNC:14209	ZNF329	zinc finger protein 329	NM_024620.4	NP_078896.3	ENST00000598312.6	ENSP00000470008.1	MANE Select	19	58126248	58150789	-
GeneID:79674	ENSG00000197415.12	HGNC:25735	VEPH1	ventricular zone expressed PH domain containing 1	NM_001167912.2	NP_001161384.1	ENST00000362010.7	ENSP00000354919.2	MANE Select	3	157259742	157503416	-
GeneID:79675	ENSG00000138399.18	HGNC:26150	FASTKD1	FAST kinase domains 1	NM_024622.6	NP_078898.3	ENST00000453153.7	ENSP00000400513.2	MANE Select	2	169528508	169573865	-
GeneID:79677	ENSG00000163029.16	HGNC:20466	SMC6	structural maintenance of chromosomes 6	NM_001142286.2	NP_001135758.1	ENST00000448223.7	ENSP00000404092.2	MANE Select	2	17663812	17753810	-
GeneID:79679	ENSG00000134258.18	HGNC:28873	VTCN1	V-set domain containing T cell activation inhibitor 1	NM_024626.4	NP_078902.2	ENST00000369458.8	ENSP00000358470.3	MANE Select	1	117143587	117210927	-
GeneID:79680	ENSG00000215012.9	HGNC:26112	RTL10	retrotransposon Gag like 10	NM_024627.6	NP_078903.3	ENST00000328554.9	ENSP00000330596.4	MANE Select	22	19846146	19854874	-
GeneID:79682	ENSG00000151725.12	HGNC:21348	CENPU	centromere protein U	NM_024629.4	NP_078905.2	ENST00000281453.10	ENSP00000281453.5	MANE Select	4	184694085	184734096	-
GeneID:79683	ENSG00000175048.17	HGNC:20341	ZDHHC14	zinc finger DHHC-type palmitoyltransferase 14	NM_024630.3	NP_078906.2	ENST00000359775.10	ENSP00000352821.5	MANE Select	6	157381190	157678157	+
GeneID:79684	ENSG00000120458.13	HGNC:26266	MSANTD2	Myb/SANT DNA binding domain containing 2	NM_001308027.2	NP_001294956.1	ENST00000374979.8	ENSP00000364118.3	MANE Select	11	124766498	124800406	-
GeneID:79685	ENSG00000164576.12	HGNC:25663	SAP30L	SAP30 like	NM_024632.6	NP_078908.1	ENST00000297109.11	ENSP00000297109.5	MANE Select	5	154445997	154461053	+
GeneID:79689	ENSG00000127954.13	HGNC:21923	STEAP4	STEAP4 metalloreductase	NM_024636.4	NP_078912.2	ENST00000380079.9	ENSP00000369419.4	MANE Select	7	88270892	88306894	-
GeneID:79690	ENSG00000197093.11	HGNC:24145	GAL3ST4	galactose-3-O-sulfotransferase 4	NM_024637.5	NP_078913.3	ENST00000360039.9	ENSP00000353142.4	MANE Select	7	100159244	100168617	-
GeneID:79691	ENSG00000151576.10	HGNC:25771	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2	NM_024638.4	NP_078914.1	ENST00000281273.8	ENSP00000281273.4	MANE Select	3	114056737	114088422	+
GeneID:79692	ENSG00000181315.11	HGNC:23640	ZNF322	zinc finger protein 322	NM_024639.5	NP_078915.2	ENST00000415922.7	ENSP00000418897.1	MANE Select	6	26634383	26659746	-
GeneID:79693	ENSG00000196449.4	HGNC:28905	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	NM_024640.4	NP_078916.3	ENST00000373044.3	ENSP00000362135.2	MANE Select	1	37802945	37808208	-
GeneID:79694	ENSG00000172469.17	HGNC:21072	MANEA	mannosidase endo-alpha	NM_024641.4	NP_078917.2	ENST00000358812.9	ENSP00000351669.4	MANE Select	6	95577535	95609452	+
GeneID:79695	ENSG00000119514.7	HGNC:19877	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12	NM_024642.5	NP_078918.3	ENST00000375011.4	ENSP00000364150.3	MANE Select	9	98807670	98850081	+
GeneID:79696	ENSG00000119703.15	HGNC:20354	ZC2HC1C	zinc finger C2HC-type containing 1C	NM_024643.4	NP_078919.2	ENST00000524913.3	ENSP00000435550.1	MANE Select	14	75069641	75079988	+
GeneID:79697	ENSG00000170468.8	HGNC:20968	RIOX1	ribosomal oxygenase 1	NM_024644.5	NP_078920.2	ENST00000304061.8	ENSP00000477507.1	MANE Select	14	73490933	73493394	+
GeneID:79698	ENSG00000165061.15	HGNC:25844	ZMAT4	zinc finger matrin-type 4	NM_024645.3	NP_078921.1	ENST00000297737.11	ENSP00000297737.6	MANE Select	8	40530590	40897826	-
GeneID:79699	ENSG00000162378.13	HGNC:25820	ZYG11B	zyg-11 family member B, cell cycle regulator	NM_024646.3	NP_078922.1	ENST00000294353.7	ENSP00000294353.6	MANE Select	1	52726453	52827336	+
GeneID:79701	ENSG00000181396.13	HGNC:26174	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3	NM_024648.3	NP_078924.1	ENST00000313056.10	ENSP00000320116.5	MANE Select	17	82389210	82418586	-
GeneID:79703	ENSG00000173715.18	HGNC:26197	C11orf80	chromosome 11 open reading frame 80	NM_001302084.2	NP_001289013.1	ENST00000540737.7	ENSP00000444319.1	MANE Select	11	66744769	66843516	+
GeneID:79705	ENSG00000154237.13	HGNC:18608	LRRK1	leucine rich repeat kinase 1	NM_024652.6	NP_078928.3	ENST00000388948.8	ENSP00000373600.3	MANE Select	15	100919357	101078257	+
GeneID:79706	ENSG00000128563.13	HGNC:21894	PRKRIP1	PRKR interacting protein 1	NM_024653.4	NP_078929.1	ENST00000397912.3	ENSP00000381010.3	MANE Select	7	102396363	102426666	+
GeneID:79707	ENSG00000162408.11	HGNC:26265	NOL9	nucleolar protein 9	NM_024654.5	NP_078930.4	ENST00000377705.6	ENSP00000366934.5	MANE Select	1	6521347	6554513	-
GeneID:79709	ENSG00000130309.12	HGNC:26182	COLGALT1	collagen beta(1-O)galactosyltransferase 1	NM_024656.4	NP_078932.2	ENST00000252599.9	ENSP00000252599.3	MANE Select	19	17555649	17583157	+
GeneID:79710	ENSG00000133131.15	HGNC:23485	MORC4	MORC family CW-type zinc finger 4	NM_024657.5	NP_078933.3	ENST00000355610.9	ENSP00000347821.4	MANE Select	X	106940738	107000212	-
GeneID:79711	ENSG00000196497.17	HGNC:19426	IPO4	importin 4	NM_024658.4	NP_078934.3	ENST00000354464.11	ENSP00000346453.6	MANE Select	14	24180219	24188816	-
GeneID:79712	ENSG00000121964.15	HGNC:20887	GTDC1	glycosyltransferase like domain containing 1	NM_001376312.2	NP_001363241.1	ENST00000682281.1	ENSP00000507713.1	MANE Select	2	143938068	144332512	-
GeneID:79713	ENSG00000126246.10	HGNC:23620	IGFLR1	IGF like family receptor 1	NM_024660.4	NP_078936.1	ENST00000246532.6	ENSP00000246532.1	MANE Select	19	35738801	35742452	-
GeneID:79714	ENSG00000164051.14	HGNC:25714	CCDC51	coiled-coil domain containing 51	NM_001256964.2	NP_001243893.1	ENST00000395694.7	ENSP00000379047.2	MANE Select	3	48432173	48440119	-
GeneID:79716	ENSG00000215440.12	HGNC:16244	NPEPL1	aminopeptidase like 1	NM_024663.4	NP_078939.3	ENST00000356091.11	ENSP00000348395.6	MANE Select	20	58692800	58715844	+
GeneID:79717	ENSG00000127125.9	HGNC:25686	PPCS	phosphopantothenoylcysteine synthetase	NM_024664.4	NP_078940.2	ENST00000372561.4	ENSP00000361642.3	MANE Select	1	42456543	42461236	+
GeneID:79718	ENSG00000177565.18	HGNC:29529	TBL1XR1	TBL1X receptor 1	NM_024665.7	NP_078941.2	ENST00000457928.7	ENSP00000413251.3	MANE Select	3	177019344	177197482	-
GeneID:79719	ENSG00000103591.13	HGNC:25662	AAGAB	alpha and gamma adaptin binding protein	NM_024666.5	NP_078942.3	ENST00000261880.10	ENSP00000261880.5	MANE Select	15	67200667	67254661	-
GeneID:79720	ENSG00000139722.7	HGNC:25754	VPS37B	VPS37B subunit of ESCRT-I	NM_024667.3	NP_078943.1	ENST00000267202.7	ENSP00000267202.2	MANE Select	12	122865330	122896124	-
GeneID:79722	ENSG00000164512.18	HGNC:25681	ANKRD55	ankyrin repeat domain 55	NM_024669.3	NP_078945.2	ENST00000341048.9	ENSP00000342295.4	MANE Select	5	56099680	56233330	-
GeneID:79723	ENSG00000152455.16	HGNC:17287	SUV39H2	suppressor of variegation 3-9 homolog 2	NM_001193424.2	NP_001180353.1	ENST00000354919.11	ENSP00000346997.6	MANE Select	10	14878866	14904315	+
GeneID:79724	ENSG00000169957.10	HGNC:26273	ZNF768	zinc finger protein 768	NM_024671.4	NP_078947.3	ENST00000380412.7	ENSP00000369777.5	MANE Select	16	30524004	30526566	-
GeneID:79725	ENSG00000168152.13	HGNC:23192	THAP9	THAP domain containing 9	NM_024672.6	NP_078948.3	ENST00000302236.10	ENSP00000305533.5	MANE Select	4	82900735	82919969	+
GeneID:79726	ENSG00000103091.15	HGNC:25706	WDR59	WD repeat domain 59	NM_030581.4	NP_085058.3	ENST00000262144.11	ENSP00000262144.6	MANE Select	16	74871362	74985123	-
GeneID:79727	ENSG00000131914.11	HGNC:15986	LIN28A	lin-28 homolog A	NM_024674.6	NP_078950.1	ENST00000326279.11	ENSP00000363314.3	MANE Select	1	26410817	26429728	+
GeneID:79728	ENSG00000083093.10	HGNC:26144	PALB2	partner and localizer of BRCA2	NM_024675.4	NP_078951.2	ENST00000261584.9	ENSP00000261584.4	MANE Select	16	23603165	23641310	-
GeneID:79729	ENSG00000214193.11	HGNC:26236	SH3D21	SH3 domain containing 21	NM_001162530.2	NP_001156002.1	ENST00000453908.8	ENSP00000403476.2	MANE Select	1	36306368	36321347	+
GeneID:79730	ENSG00000179299.17	HGNC:25857	NSUN7	NOP2/Sun RNA methyltransferase family member 7	NM_024677.6	NP_078953.4	ENST00000381782.7	ENSP00000371201.2	MANE Select	4	40749955	40811184	+
GeneID:79731	ENSG00000137513.10	HGNC:26274	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial	NM_024678.6	NP_078954.4	ENST00000281038.10	ENSP00000281038.5	MANE Select	11	78435968	78574864	-
GeneID:79733	ENSG00000129173.13	HGNC:24727	E2F8	E2F transcription factor 8	NM_024680.4	NP_078956.2	ENST00000250024.9	ENSP00000250024.4	MANE Select	11	19224063	19240945	-
GeneID:79734	ENSG00000100379.18	HGNC:25705	KCTD17	potassium channel tetramerization domain containing 17	NM_001282684.2	NP_001269613.2	ENST00000403888.8	ENSP00000385096.4	MANE Select	22	37051742	37063390	+
GeneID:79735	ENSG00000104946.14	HGNC:25699	TBC1D17	TBC1 domain family member 17	NM_024682.3	NP_078958.2	ENST00000221543.10	ENSP00000221543.4	MANE Select	19	49877702	49888750	+
GeneID:79736	ENSG00000172171.11	HGNC:26223	TEFM	transcription elongation factor, mitochondrial	NM_024683.4	NP_078959.3	ENST00000581216.6	ENSP00000462963.1	MANE Select	17	30898986	30906238	-
GeneID:79738	ENSG00000179941.9	HGNC:26291	BBS10	Bardet-Biedl syndrome 10	NM_024685.4	NP_078961.3	ENST00000650064.2	ENSP00000497413.1	MANE Select	12	76344474	76348415	-
GeneID:79739	ENSG00000137941.17	HGNC:26242	TTLL7	tubulin tyrosine ligase like 7	NM_024686.6	NP_078962.4	ENST00000260505.13	ENSP00000260505.8	MANE Select	1	83865024	83999132	-
GeneID:79740	ENSG00000169064.13	HGNC:26245	ZBBX	zinc finger B-box domain containing	NM_001199201.2	NP_001186130.1	ENST00000675490.1	ENSP00000502603.1	MANE Select	3	167239843	167380297	-
GeneID:79742	ENSG00000147113.17	HGNC:25866	DIPK2B	divergent protein kinase domain 2B	NM_176819.4	NP_789789.2	ENST00000398000.7	ENSP00000381086.2	MANE Select	X	45148373	45200876	-
GeneID:79744	ENSG00000105136.22	HGNC:20648	ZNF419	zinc finger protein 419	NM_024691.4	NP_078967.3	ENST00000221735.12	ENSP00000221735.7	MANE Select	19	57487750	57496098	+
GeneID:79745	ENSG00000115295.21	HGNC:26108	CLIP4	CAP-Gly domain containing linker protein family member 4	NM_024692.6	NP_078968.3	ENST00000320081.10	ENSP00000327009.5	MANE Select	2	29115415	29183808	+
GeneID:79746	ENSG00000134463.15	HGNC:23489	ECHDC3	enoyl-CoA hydratase domain containing 3	NM_024693.5	NP_078969.3	ENST00000379215.9	ENSP00000368517.4	MANE Select	10	11742382	11764070	+
GeneID:79747	ENSG00000118492.18	HGNC:21212	ADGB	androglobin	NM_024694.4	NP_078970.3	ENST00000397944.8	ENSP00000381036.3	MANE Select	6	146598972	146815462	+
GeneID:79748	ENSG00000140506.17	HGNC:6632	LMAN1L	lectin, mannose binding 1 like	NM_021819.3	NP_068591.2	ENST00000309664.10	ENSP00000310431.5	MANE Select	15	74812835	74825754	+
GeneID:79750	ENSG00000151789.12	HGNC:26191	ZNF385D	zinc finger protein 385D	NM_024697.3	NP_078973.1	ENST00000281523.8	ENSP00000281523.2	MANE Select	3	21412218	21751210	-
GeneID:79751	ENSG00000177542.11	HGNC:19954	SLC25A22	solute carrier family 25 member 22	NM_001191061.2	NP_001177990.1	ENST00000628067.3	ENSP00000486058.1	MANE Select	11	790475	798281	-
GeneID:79752	ENSG00000104231.11	HGNC:25858	ZFAND1	zinc finger AN1-type containing 1	NM_024699.3	NP_078975.2	ENST00000220669.10	ENSP00000220669.5	MANE Select	8	81701337	81721300	-
GeneID:79753	ENSG00000163877.11	HGNC:30587	SNIP1	Smad nuclear interacting protein 1	NM_024700.4	NP_078976.2	ENST00000296215.8	ENSP00000296215.5	MANE Select	1	37534449	37554293	-
GeneID:79754	ENSG00000196372.13	HGNC:19765	ASB13	ankyrin repeat and SOCS box containing 13	NM_024701.4	NP_078977.2	ENST00000357700.11	ENSP00000350331.6	MANE Select	10	5638867	5666595	-
GeneID:79755	ENSG00000141579.7	HGNC:25843	ZNF750	zinc finger protein 750	NM_024702.3	NP_078978.2	ENST00000269394.4	ENSP00000269394.3	MANE Select	17	82829434	82840022	-
GeneID:79758	ENSG00000102796.12	HGNC:25832	DHRS12	dehydrogenase/reductase 12	NM_001377533.1	NP_001364462.1	ENST00000444610.8	ENSP00000411565.3	MANE Select	13	51767993	51804163	-
GeneID:79759	ENSG00000167394.13	HGNC:25821	ZNF668	zinc finger protein 668	NM_024706.5	NP_078982.3	ENST00000300849.5	ENSP00000300849.4	MANE Select	16	31060847	31074240	-
GeneID:79760	ENSG00000142252.11	HGNC:20045	GEMIN7	gem nuclear organelle associated protein 7	NM_024707.3	NP_078983.1	ENST00000270257.9	ENSP00000270257.3	MANE Select	19	45079260	45091518	+
GeneID:79762	ENSG00000162817.7	HGNC:25873	C1orf115	chromosome 1 open reading frame 115	NM_024709.5	NP_078985.3	ENST00000294889.6	ENSP00000294889.5	MANE Select	1	220690363	220699153	+
GeneID:79763	ENSG00000063241.8	HGNC:26278	ISOC2	isochorismatase domain containing 2	NM_001136201.2	NP_001129673.1	ENST00000425675.7	ENSP00000401726.1	MANE Select	19	55452985	55461642	-
GeneID:79767	ENSG00000102890.16	HGNC:17289	ELMO3	engulfment and cell motility 3	NM_024712.5	NP_078988.3	ENST00000393997.8	ENSP00000377566.3	MANE Select	16	67199131	67204004	+
GeneID:79768	ENSG00000134152.11	HGNC:26199	KATNBL1	katanin regulatory subunit B1 like 1	NM_024713.3	NP_078989.1	ENST00000256544.8	ENSP00000256544.3	MANE Select	15	34140674	34210096	-
GeneID:79770	ENSG00000113621.15	HGNC:20652	TXNDC15	thioredoxin domain containing 15	NM_024715.4	NP_078991.3	ENST00000358387.9	ENSP00000351157.5	MANE Select	5	134874371	134901635	+
GeneID:79772	ENSG00000175471.20	HGNC:26183	MCTP1	multiple C2 and transmembrane domain containing 1	NM_024717.7	NP_078993.4	ENST00000515393.6	ENSP00000424126.1	MANE Select	5	94703690	95285094	-
